RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Churn_Prediction
1970,15671930,1081,717,0,0,36,5,0.0,2,1,1,145551.6,0,0
1971,15762268,1099,666,0,0,41,10,141162.08,1,1,0,50908.48,0,0
1972,15780954,632,582,2,1,26,4,65848.36,2,1,0,30149.21,0,0
1973,15700174,1753,733,2,0,30,0,83319.28,1,0,0,57769.2,0,0
1974,15635728,2088,693,0,1,41,4,0.0,2,0,0,156381.47,0,0
1975,15679283,2115,694,0,0,33,4,129731.64,2,1,0,178123.86,0,0
1976,15591386,1029,622,0,0,35,5,0.0,2,1,0,51112.8,0,0
1977,15694192,1973,598,2,0,38,6,0.0,2,0,0,173783.38,0,0
1978,15585901,1334,717,2,1,35,1,0.0,3,0,0,174770.14,1,0
1979,15792329,1673,494,1,1,37,5,107106.33,2,1,0,172063.09,0,0
1980,15635597,778,644,0,1,33,8,0.0,2,1,1,155294.17,0,0
1981,15775880,1740,554,0,0,30,9,0.0,2,1,1,40320.3,0,0
1982,15630913,2312,476,2,0,69,1,105303.73,1,0,1,134260.34,0,0
1983,15756680,2165,667,0,1,28,6,165798.1,1,1,0,147090.9,0,0
1984,15587913,2100,748,2,0,40,4,0.0,2,1,0,132368.47,0,0
1985,15737605,1856,531,2,0,45,1,126495.57,2,1,1,164741.5,0,0
1986,15627876,2129,719,2,0,47,9,116393.59,1,1,0,63051.32,1,1
1987,15772601,1605,845,1,0,41,2,81733.74,2,0,0,199761.29,0,0
1988,15758606,2865,738,0,1,54,4,0.0,1,0,1,55725.04,1,0
1989,15657107,89,563,2,0,46,8,106171.68,1,1,0,163145.5,1,1
1990,15622454,2909,695,2,1,28,0,96020.86,1,1,1,57992.49,0,0
1991,15775803,430,841,2,1,41,1,0.0,2,0,1,193093.77,0,0
1992,15570859,937,626,1,1,36,2,181671.16,2,1,1,57531.14,0,0
1993,15748381,1035,613,0,0,29,6,185709.28,2,1,1,77242.19,0,0
1994,15787189,2571,824,1,1,60,8,134250.17,3,0,0,153046.16,1,1
1995,15666055,2319,705,0,0,49,7,0.0,1,1,0,63405.2,1,0
1996,15617648,1802,584,0,0,44,5,95671.75,2,1,1,106564.88,0,0
1997,15755678,1448,534,0,1,62,2,0.0,2,0,0,42763.12,1,0
1998,15624781,1718,672,0,0,34,1,142151.75,2,1,1,168753.34,0,0
1999,15779497,2653,603,0,1,43,5,127823.93,1,1,1,19483.35,0,0
2000,15567399,811,633,1,1,43,3,144164.29,1,1,1,158646.46,0,0
2001,15613656,1586,842,0,1,58,1,63492.94,1,1,1,83172.19,0,0
2002,15734311,1093,661,0,0,27,3,0.0,2,1,1,76889.79,0,0
2003,15657214,1230,601,0,1,74,2,0.0,2,0,1,51554.58,0,0
2004,15799350,1673,632,0,1,41,0,106134.46,1,0,1,105570.39,0,0
2005,15729970,2679,684,1,1,29,8,127269.75,1,0,1,79495.01,0,0
2006,15725835,2796,785,1,0,32,3,124493.03,2,0,1,52583.79,1,0
2007,15745543,1242,687,0,1,39,7,0.0,2,1,0,26848.25,0,0
2008,15727384,545,705,1,0,43,10,146547.78,1,0,1,10072.55,1,0
2009,15666916,1567,639,0,1,43,6,99610.92,2,1,0,187296.78,0,0
2010,15732917,1549,729,1,1,46,5,117837.43,1,1,0,104016.61,1,0
2011,15612050,422,556,2,0,48,8,168522.37,1,1,1,151310.16,0,0
2012,15726267,2125,570,0,1,32,9,117337.54,2,0,1,62810.91,0,0
2013,15780124,264,841,0,1,74,9,108131.53,1,0,1,60830.38,0,0
2014,15742238,697,705,1,1,35,4,136496.12,2,1,0,116672.02,0,0
2015,15679024,2676,553,0,1,32,3,116324.53,1,1,0,77304.49,0,0
2016,15715297,2900,779,1,0,40,2,75470.23,1,1,1,52894.01,0,0
2017,15633612,2905,696,0,1,28,4,172646.82,1,1,1,116471.43,0,0
2018,15602929,2831,728,2,0,37,4,0.0,1,0,0,4539.38,0,0
2019,15696703,691,691,1,1,27,3,160358.68,2,1,0,142367.72,0,0
2020,15756668,2314,706,0,1,30,3,98415.37,1,1,1,110520.48,0,0
2021,15565779,1390,627,1,0,30,6,57809.32,1,1,0,188258.49,0,0
2022,15795519,2712,716,1,0,18,3,128743.8,1,0,0,197322.13,0,0
2023,15761477,1022,501,1,1,24,4,130806.42,2,1,0,80241.14,0,0
2024,15731890,551,601,0,1,41,1,123971.16,1,0,1,172814.99,0,0
2025,15633043,863,545,2,0,39,6,0.0,1,0,0,38410.74,1,0
2026,15752953,493,634,0,1,45,9,0.0,2,0,0,17622.82,0,0
2027,15603088,2316,451,2,0,23,9,0.0,2,0,1,48021.71,0,0
2028,15606613,2358,655,0,0,59,7,0.0,1,1,0,88958.49,1,0
2029,15635939,869,458,0,0,39,9,0.0,2,1,0,116343.09,0,0
2030,15666043,1638,520,0,1,33,4,156297.58,2,1,1,166102.61,0,0
2031,15746190,2131,624,2,0,28,2,0.0,2,0,1,104353.26,0,0
2032,15591357,627,765,0,1,51,3,123372.3,1,1,1,115429.32,0,0
2033,15658716,156,667,1,0,37,5,92171.35,3,1,0,178106.34,1,1
2034,15679909,2216,665,2,1,41,8,0.0,2,1,0,132152.32,0,0
2035,15634262,851,709,1,1,34,4,148375.19,2,1,1,21521.38,0,0
2036,15799825,229,583,0,0,44,8,0.0,2,1,1,27431.62,0,0
2037,15756875,933,782,2,1,34,6,147422.44,1,0,1,42143.61,0,0
2038,15678146,2845,668,2,0,24,7,173962.32,1,0,0,106457.11,1,1
2039,15710743,2047,621,0,1,47,0,0.0,1,1,1,133831.37,1,0
2040,15595831,2429,579,1,0,64,6,145215.43,1,1,1,164083.72,0,0
2041,15626684,1238,547,0,0,38,5,167539.97,1,0,1,159207.34,0,0
2042,15709846,2878,840,0,0,39,1,94968.97,1,1,0,84487.62,0,0
2043,15635459,2436,667,1,0,27,3,106116.5,2,1,0,3674.71,0,0
2044,15642544,1154,723,0,1,34,5,0.0,2,0,1,12092.03,0,0
2045,15566494,850,487,0,1,45,2,0.0,2,1,0,77475.73,0,0
2046,15655238,697,668,0,0,31,9,0.0,2,0,0,41291.73,0,0
2047,15733429,532,520,1,1,34,8,120018.86,2,1,1,343.38,0,0
2048,15814536,605,549,0,1,37,2,112541.54,2,0,0,47432.43,0,0
2049,15771702,2295,567,0,0,35,5,166118.45,2,1,0,127827.18,0,0
2050,15723008,1573,720,0,0,45,1,102882.4,2,1,1,35633.15,1,0
2051,15797160,1016,492,0,0,49,8,0.0,1,1,1,182865.09,1,0
2052,15792222,1336,712,0,0,37,1,106881.5,2,0,0,169386.81,0,0
2053,15644765,120,689,1,1,26,4,120727.97,1,0,1,149073.88,0,0
2054,15610686,1783,850,0,1,63,8,169832.57,1,0,0,184107.26,1,0
2055,15730868,1686,747,0,1,41,5,0.0,2,1,1,22750.17,0,0
2056,15705991,1387,469,1,1,38,9,113599.42,1,0,0,11950.29,0,0
2057,15577078,2910,539,2,1,38,6,0.0,1,1,1,152880.07,1,0
2058,15679550,540,743,0,1,32,9,0.0,2,1,0,175252.78,0,0
2059,15787655,537,707,0,1,47,3,0.0,2,1,0,174303.29,0,0
2060,15668081,403,581,2,0,50,4,0.0,2,1,1,80701.72,0,0
2061,15747980,427,737,2,1,38,6,146282.79,2,1,0,198516.2,0,0
2062,15710295,2126,445,1,0,38,6,119413.62,2,1,0,175756.36,0,0
2063,15724443,2582,703,1,0,29,3,122084.63,1,0,1,82824.08,0,0
2064,15571305,2519,588,1,0,35,1,103060.63,1,1,0,179866.01,1,0
2065,15569503,2878,765,0,1,44,6,0.0,2,1,1,159899.97,0,0
2066,15581840,690,626,0,1,33,8,0.0,2,1,0,138504.28,0,0
2067,15772262,2718,545,1,1,37,9,110483.86,1,1,1,127394.67,0,0
2068,15767794,337,744,0,1,31,9,120718.28,1,1,1,58961.49,0,0
2069,15629338,592,658,2,0,31,2,36566.96,1,1,0,103644.98,1,1
2070,15790379,2319,629,1,1,28,8,108601.0,1,1,1,119647.7,0,0
2071,15750684,1329,719,0,0,42,4,0.0,1,1,0,28465.86,1,0
2072,15697214,1442,686,2,0,36,5,0.0,2,1,1,152979.14,0,0
2073,15711015,1096,743,0,1,36,4,0.0,2,1,1,190911.02,0,0
2074,15573309,2764,626,2,0,48,2,0.0,2,1,1,95794.98,0,0
2075,15805303,2032,661,1,1,44,1,141136.62,1,1,0,189742.78,1,0
2076,15741385,959,710,1,1,45,9,108231.37,1,1,1,188574.08,0,0
2077,15780254,976,654,0,1,40,6,0.0,1,0,0,183872.88,1,0
2078,15744843,1350,569,2,0,34,6,144855.34,1,0,0,196555.32,0,1
2079,15815626,2037,640,0,1,63,2,68432.45,2,1,1,112503.24,1,0
2080,15784736,1314,562,0,1,45,6,136855.24,1,1,0,46864.0,0,0
2081,15813412,168,721,0,0,55,3,44020.89,1,1,0,65864.4,1,0
2082,15809143,2803,456,1,1,32,9,133060.63,1,1,1,125167.92,0,0
2083,15617617,2524,811,2,1,39,7,0.0,2,1,1,177519.39,0,0
2084,15779738,347,534,0,1,24,1,0.0,1,1,1,169653.32,0,0
2085,15668669,228,423,0,0,36,5,97665.61,1,1,0,118372.55,1,0
2086,15687477,2593,594,1,1,28,5,185013.02,1,1,0,16481.12,0,0
2087,15578908,2617,725,2,0,32,0,0.0,2,1,1,138525.19,0,0
2088,15687658,367,716,0,0,52,7,65971.61,2,1,0,14608.0,1,0
2089,15615020,1951,595,1,0,41,9,150463.11,2,0,1,81548.38,0,0
2090,15608886,2024,679,0,0,33,1,0.0,2,0,0,69608.48,0,0
2091,15602551,1334,667,2,1,39,9,0.0,2,1,0,68873.8,0,0
2092,15672945,2114,661,0,0,37,5,136425.18,1,1,0,81102.81,0,0
2093,15757408,1572,655,2,1,38,3,250898.09,3,0,1,81054.0,1,0
2094,15806132,1689,555,0,1,55,4,146798.81,1,1,1,74149.77,0,0
2095,15813022,1365,531,2,1,70,1,0.0,2,0,0,99503.19,0,0
2096,15673578,2096,611,1,0,40,7,128486.91,2,1,0,10109.47,0,0
2097,15757916,72,600,0,0,38,9,0.0,2,1,1,58855.85,0,0
2098,15689168,1878,531,2,1,37,1,143407.29,2,0,1,84402.46,0,0
2099,15769216,2107,601,0,0,43,2,0.0,1,1,0,49713.87,1,0
2100,15593295,1052,548,0,1,57,6,76165.65,1,1,1,133537.53,0,0
2101,15804814,2655,759,0,1,40,4,0.0,2,1,0,124615.59,0,0
2102,15778934,1895,678,2,0,49,8,0.0,2,0,1,98090.69,0,0
2103,15802351,203,755,1,0,33,6,90560.3,2,1,1,42607.69,0,0
2104,15630241,2642,594,0,1,61,3,62391.22,1,1,1,192434.11,0,0
2105,15719561,1558,768,0,1,42,5,0.0,3,0,0,60686.4,0,0
2106,15615096,622,492,0,0,31,7,0.0,2,1,1,49463.44,0,0
2107,15659931,1265,637,1,0,55,1,123378.2,1,1,0,81431.99,1,0
2108,15714586,1674,646,2,0,42,3,99836.47,1,0,1,22909.56,0,0
2109,15634949,1138,593,1,1,74,5,161434.36,2,1,1,65532.17,0,0
2110,15589224,1839,596,2,1,41,5,0.0,2,0,1,141053.85,0,0
2111,15795990,1614,722,1,0,48,10,138311.76,1,1,1,3472.63,1,0
2112,15603216,2456,642,0,1,25,7,0.0,2,1,0,102083.78,0,0
2113,15631201,1177,472,2,0,28,4,0.0,2,1,0,1801.77,0,0
2114,15686255,1866,738,1,1,35,6,101744.84,1,0,0,85185.44,0,0
2115,15746594,2857,732,2,1,33,8,0.0,1,1,0,119882.7,0,0
2116,15718893,2177,404,1,0,54,4,125456.07,1,1,0,83715.66,1,0
2117,15671609,1262,701,0,1,44,7,0.0,2,1,0,23425.78,0,0
2118,15652540,973,683,0,1,31,2,0.0,2,0,1,77326.78,0,0
2119,15774857,2565,460,0,0,27,7,0.0,2,1,0,156150.08,1,0
2120,15791836,2816,690,0,1,29,5,0.0,2,1,0,108577.97,0,0
2121,15651554,87,618,1,0,54,4,118449.21,1,1,1,133573.29,1,0
2122,15583576,2571,671,0,1,30,2,0.0,1,0,1,102057.86,0,0
2123,15732740,2182,765,2,0,32,9,178095.55,1,0,0,47247.56,0,1
2124,15723320,134,651,1,0,25,2,109175.14,2,1,0,114566.47,0,0
2125,15603851,955,704,0,1,32,7,127785.17,4,0,0,184464.7,1,1
2126,15777923,1335,544,0,0,45,6,0.0,2,0,1,151401.33,0,0
2127,15735719,136,790,0,0,40,9,0.0,2,1,1,70607.1,0,0
2128,15703482,2751,710,1,1,34,9,134260.36,2,1,0,147074.67,0,0
2129,15605835,2269,743,0,1,37,8,69143.91,2,0,1,105780.18,0,0
2130,15664881,1965,702,0,1,34,4,100054.77,1,1,0,109496.45,0,0
2131,15757568,283,704,0,0,45,6,0.0,1,1,1,137739.45,0,0
2132,15792660,994,614,0,1,38,2,116248.88,1,1,0,105140.92,0,0
2133,15599722,464,609,2,0,43,6,86053.52,2,1,1,113276.46,1,0
2134,15726354,2473,688,0,0,32,6,123157.95,1,1,0,172531.23,0,0
2135,15610355,1252,713,0,1,44,1,63438.91,1,1,0,64375.4,0,0
2136,15704284,798,736,1,1,57,9,95295.39,1,1,0,28434.44,1,0
2137,15621893,215,727,0,1,18,4,133550.67,1,1,1,46941.41,0,0
2138,15588219,916,850,0,0,38,1,106871.81,2,1,0,29333.01,0,0
2139,15688619,2389,718,2,1,45,3,105266.32,2,1,1,193724.51,0,0
2140,15765518,1063,643,0,0,51,2,105229.53,1,1,0,34967.75,1,0
2141,15616931,1839,653,0,1,41,8,102768.42,1,1,0,55663.85,0,0
2142,15758372,2754,674,0,1,18,7,0.0,2,1,1,55753.12,1,0
2143,15782591,608,690,0,1,35,6,112689.95,1,1,0,176962.31,0,0
2144,15612109,2500,819,0,1,38,9,122334.26,2,1,1,181507.44,0,0
2145,15613712,273,634,2,1,34,1,0.0,2,1,0,61995.57,0,0
2146,15639322,1050,633,2,1,33,4,137847.41,2,1,0,98349.13,0,0
2147,15594349,2536,850,0,1,49,5,122486.47,1,0,1,59748.19,0,0
2148,15574167,923,665,0,1,33,2,101286.11,1,1,1,159840.51,0,0
2149,15811842,113,630,2,1,26,7,0.0,2,1,1,6656.64,0,0
2150,15648794,1007,836,2,1,57,4,101247.06,1,1,0,37141.62,1,0
2151,15771211,2149,668,0,1,38,10,86977.96,1,0,1,37094.75,0,0
2152,15588614,2760,753,0,1,57,7,0.0,1,1,0,159475.08,1,0
2153,15630698,1138,745,0,0,55,9,110123.59,1,0,1,51548.14,1,0
2154,15694200,969,693,0,1,36,8,178111.82,1,0,0,58719.63,1,0
2155,15721426,1812,606,1,1,65,10,126306.64,3,0,0,7861.68,1,1
2156,15725997,2422,660,0,0,35,6,100768.77,1,1,0,19199.61,0,0
2157,15762138,1237,608,0,1,42,5,0.0,2,1,0,178504.29,0,0
2158,15750649,2701,744,0,0,44,3,0.0,2,1,1,189016.14,0,0
2159,15685706,249,731,0,0,40,7,118991.79,1,1,1,156048.64,0,0
2160,15641835,80,683,0,1,72,3,140997.26,1,0,1,52876.41,0,0
2161,15586821,214,727,0,1,28,5,0.0,2,0,1,19653.08,0,0
2162,15569678,576,561,1,1,32,6,166824.59,1,1,0,139451.98,0,0
2163,15793842,1453,700,0,0,34,2,76322.69,1,1,0,128136.29,0,0
2164,15667554,396,605,0,1,35,6,0.0,2,1,1,45206.57,0,0
2165,15794479,200,767,2,1,77,8,149083.7,1,1,1,190146.83,0,0
2166,15585041,27,511,0,1,33,7,0.0,2,0,1,158313.87,0,0
2167,15780650,254,667,0,1,40,9,0.0,1,1,1,96670.2,0,0
2168,15780846,2248,787,0,1,33,1,126588.81,2,0,1,62163.53,0,0
2169,15805260,2846,705,1,0,56,2,143249.67,1,1,0,88428.41,1,0
2170,15621629,2389,773,1,1,43,8,81844.91,2,1,1,35908.46,0,0
2171,15662151,1044,554,0,1,40,4,0.0,1,0,1,168780.04,0,0
2172,15747174,1108,526,1,1,58,9,190298.89,2,1,1,191263.76,0,0
2173,15651585,2206,661,1,1,35,2,117212.18,1,1,1,83052.03,0,0
2174,15649738,2803,698,0,0,46,0,0.0,2,1,1,125962.02,0,0
2175,15633108,2597,646,0,1,26,4,139848.17,1,1,0,164696.27,0,0
2176,15769254,2662,757,1,0,34,9,101861.36,2,0,0,187011.96,0,0
2177,15704746,1294,699,2,1,35,2,167455.66,2,1,1,55324.49,0,0
2178,15637644,1107,667,0,0,24,4,0.0,2,0,1,34335.55,0,0
2179,15609562,1623,774,2,0,43,1,116360.07,1,1,0,17004.14,0,0
2180,15787459,2114,745,2,1,40,3,88466.82,1,0,0,116331.42,0,0
2181,15762902,2508,649,0,0,42,7,0.0,2,0,1,22974.01,0,0
2182,15738605,889,634,1,0,46,5,123642.36,1,1,1,49725.16,1,0
2183,15724889,525,665,2,1,38,9,0.0,1,0,1,87412.74,0,0
2184,15730735,1157,713,0,1,38,9,72286.84,2,1,1,26136.89,0,0
2185,15689147,2012,652,0,0,40,1,0.0,2,1,0,126554.96,0,0
2186,15730397,1898,739,2,1,40,1,109681.61,1,1,1,193321.3,0,0
2187,15762169,231,556,1,1,37,9,145018.64,2,1,0,90928.02,1,0
2188,15589320,2349,699,2,1,34,8,0.0,1,1,1,76510.46,0,0
2189,15799211,86,708,2,0,32,8,187487.63,1,1,1,120115.5,0,0
2190,15798310,2100,480,0,1,35,2,165692.91,1,1,1,197984.58,0,0
2191,15609998,2023,700,1,0,59,5,137648.41,1,1,0,142977.05,1,0
2192,15583548,1124,525,2,0,47,6,118560.0,1,1,0,82522.61,1,1
2193,15761763,1314,845,0,1,33,8,164385.53,1,1,0,150664.97,0,0
2194,15764409,1032,613,0,1,37,9,108286.5,1,1,1,114153.44,0,0
2195,15710161,1429,850,0,0,34,2,0.0,2,1,1,171706.66,0,0
2196,15735246,1959,798,2,0,58,9,0.0,2,0,0,119071.56,1,0
2197,15791700,2680,773,1,1,47,2,118079.47,4,1,1,143007.49,1,0
2198,15670753,2699,614,2,1,35,2,127283.78,1,1,1,31302.35,0,0
2199,15573876,464,473,2,1,48,8,0.0,2,1,0,71139.8,0,0
2200,15770174,2166,762,0,1,29,6,141389.06,1,1,0,54122.89,0,0
2201,15641114,2206,701,0,1,37,8,130091.5,1,1,1,120031.29,0,0
2202,15682435,2089,600,0,1,35,4,143744.77,2,1,0,104076.51,0,0
2203,15751788,1334,850,2,1,28,9,97408.03,1,1,1,175853.64,0,0
2204,15672598,2751,613,2,1,30,9,111927.45,1,1,1,175795.87,0,0
2205,15762803,1295,509,0,1,31,3,0.0,2,1,0,15360.91,0,0
2206,15812982,925,509,2,1,38,2,0.0,1,0,0,168460.12,0,0
2207,15597901,481,609,0,1,34,1,0.0,1,1,1,181177.9,0,0
2208,15731507,1637,456,0,0,33,1,188285.68,1,0,0,58363.94,0,0
2209,15809826,631,728,0,0,46,2,109705.52,1,1,0,20276.87,1,0
2210,15764237,1667,663,2,1,33,9,0.0,2,0,0,91514.62,0,0
2211,15769917,2055,673,1,0,34,1,127122.79,3,0,1,76703.1,0,0
2212,15641850,2154,717,0,1,40,0,98241.04,1,1,0,110887.14,0,0
2213,15770974,1969,741,1,0,37,8,170840.08,2,0,0,109843.16,0,0
2214,15803749,690,498,1,0,41,4,87541.06,2,1,1,12577.21,1,0
2215,15684999,438,850,0,0,26,4,62610.96,2,0,1,179365.1,0,0
2216,15770225,2094,493,0,1,36,9,0.0,2,1,1,65816.53,0,0
2217,15627484,1998,686,0,0,47,5,113328.93,1,1,0,124170.9,0,0
2218,15610337,2518,666,2,1,35,2,104832.49,1,1,0,175015.12,0,0
2219,15752488,810,733,2,0,31,9,102289.85,1,1,1,115441.66,0,0
2220,15610056,755,631,1,0,34,6,125227.82,2,0,1,128247.03,0,0
2221,15806049,1534,714,1,0,49,5,140510.89,1,1,0,141914.94,0,0
2222,15736069,1233,767,1,0,35,6,132253.22,1,1,0,115566.57,1,0
2223,15763662,1589,711,1,1,43,2,39043.29,2,1,1,175423.69,0,0
2224,15615575,2726,722,0,1,34,8,0.0,2,1,1,133447.49,0,0
2225,15691723,542,631,2,1,55,9,99685.06,1,1,0,114474.98,0,0
2226,15774098,1047,701,1,1,38,3,125385.49,2,0,1,52044.66,0,0
2227,15750808,1621,790,2,1,46,2,131365.37,2,1,1,180290.68,0,0
2228,15744368,2549,633,2,1,58,6,98308.51,1,1,1,132034.13,0,0
2229,15610594,1863,644,0,0,37,8,0.0,2,1,0,20968.88,0,0
2230,15756125,293,757,2,1,44,5,140856.16,2,1,0,158735.1,0,0
2231,15623277,2314,696,0,0,30,8,0.0,2,1,1,196134.44,0,0
2232,15795954,1906,746,0,1,35,2,172274.01,1,1,0,22374.97,0,0
2233,15671969,2214,649,2,1,36,8,0.0,2,1,0,161668.15,0,0
2234,15791268,1918,565,2,1,38,0,122447.76,1,0,0,67339.34,0,0
2235,15713655,391,720,0,0,38,10,0.0,2,1,1,56229.72,1,0
2236,15633930,2892,648,2,0,56,6,157559.59,2,1,0,140991.23,1,1
2237,15712849,2665,632,1,1,41,3,126550.7,1,0,0,177644.52,1,0
2238,15639077,1675,622,0,0,30,2,158584.82,3,1,0,142342.55,1,1
2239,15808784,1166,835,0,1,28,2,163569.61,2,1,1,154559.28,0,0
2240,15648577,2168,493,0,0,31,3,0.0,1,1,1,176570.28,1,0
2241,15670345,1716,785,1,0,33,6,127211.45,1,0,0,191961.83,0,0
2242,15633112,1652,681,1,1,42,3,118199.97,2,1,0,9452.88,1,0
2243,15714397,2639,621,1,0,30,2,101014.08,2,1,1,165257.31,0,0
2244,15780038,2125,756,2,1,38,6,119208.85,1,1,0,169763.89,1,0
2245,15756305,1675,515,0,0,66,6,0.0,2,1,1,160663.11,0,0
2246,15578799,78,625,0,0,58,10,53772.73,1,1,1,192072.1,1,0
2247,15800326,2198,717,2,0,39,6,0.0,2,1,0,93275.61,0,0
2248,15785485,2917,595,1,0,41,2,138878.81,1,0,1,112269.67,0,0
2249,15783958,183,539,2,0,37,1,130922.81,2,0,0,2186.83,0,0
2250,15727546,2030,762,0,1,35,9,0.0,2,1,1,43075.7,0,0
2251,15739576,381,706,2,1,20,8,0.0,2,1,1,12368.11,0,0
2252,15631333,2748,677,2,0,25,8,130866.19,1,1,0,42410.21,0,1
2253,15604782,2574,733,1,0,33,7,187257.94,1,0,1,190430.81,0,0
2254,15589643,1928,684,2,0,41,7,0.0,1,1,1,138394.37,0,0
2255,15585533,391,679,0,1,36,6,147733.64,1,0,1,172501.38,0,0
2256,15681506,1488,478,2,1,43,1,0.0,2,1,1,197916.43,0,0
2257,15630551,915,696,0,1,33,2,163139.27,1,1,1,7035.36,0,0
2258,15698349,679,686,2,0,35,4,0.0,2,1,1,159676.55,0,0
2259,15776631,1621,466,0,0,36,5,119540.15,1,0,1,80603.99,0,0
2260,15762216,174,686,0,0,41,4,129553.76,2,1,0,187599.8,0,0
2261,15623927,49,576,0,1,55,9,0.0,2,1,1,94450.97,0,0
2262,15681402,1928,763,1,0,61,1,66101.89,1,1,1,143981.27,0,0
2263,15586264,1888,572,0,1,43,2,140431.98,1,1,0,26450.57,1,0
2264,15594685,1089,757,0,0,49,2,0.0,2,0,0,164482.92,0,0
2265,15812945,2094,582,0,0,29,0,0.0,1,1,1,84012.81,0,0
2266,15734628,1620,623,0,0,35,5,0.0,2,1,0,101192.08,0,0
2267,15629323,1379,617,1,0,37,4,116471.43,2,1,0,175324.74,1,0
2268,15666823,1908,425,0,1,39,4,0.0,2,1,0,197226.32,0,0
2269,15777553,1107,659,0,0,56,9,123785.24,1,1,0,99504.03,1,0
2270,15613097,1362,605,0,0,33,4,0.0,2,0,1,83700.66,0,0
2271,15622217,2661,538,0,0,38,8,88758.95,2,0,0,28226.15,1,0
2272,15703588,2100,665,1,1,25,5,153611.83,2,1,0,35321.65,0,0
2273,15570835,846,491,1,0,57,4,112044.72,1,1,1,41229.73,1,0
2274,15679299,2429,726,2,0,27,7,123826.07,1,0,1,78970.58,0,0
2275,15808044,2655,580,0,0,65,9,106804.26,3,1,0,107890.69,1,1
2276,15579208,505,550,0,0,48,6,0.0,2,1,1,191870.28,0,0
2277,15684951,1146,542,0,0,59,2,68892.77,2,1,0,7905.06,1,0
2278,15667620,750,732,0,0,43,6,0.0,2,1,0,65731.53,0,0
2279,15582960,2443,473,0,0,33,5,125827.43,1,0,1,145698.73,0,0
2280,15590730,1251,745,2,1,34,9,0.0,2,1,0,50046.25,0,0
2281,15763747,2268,732,0,1,36,7,0.0,2,1,1,60830.24,0,0
2282,15778320,2587,848,1,0,40,5,148495.64,1,0,0,158853.98,0,0
2283,15642787,1281,572,0,1,37,1,133043.66,1,0,0,111243.09,0,0
2284,15624633,1402,702,0,1,45,9,74989.58,1,1,1,171014.69,0,0
2285,15766765,2003,664,1,1,39,7,60263.23,1,1,0,170835.32,0,0
2286,15783615,2228,630,1,1,50,3,129370.91,4,1,1,47775.34,1,0
2287,15640161,391,618,1,1,44,5,157955.83,2,0,0,139297.71,0,0
2288,15619889,2716,556,0,1,26,4,0.0,1,1,0,195167.38,0,0
2289,15579166,1878,619,0,0,30,7,70729.17,1,1,1,160948.87,0,0
2290,15789097,1375,644,0,1,48,8,0.0,2,0,1,44965.54,1,0
2291,15674880,98,658,2,1,50,2,0.0,2,1,0,52137.73,0,0
2292,15778157,1888,598,2,1,27,8,90721.52,2,1,0,109296.18,0,0
2293,15779064,479,677,0,1,27,2,0.0,2,1,1,20092.89,0,0
2294,15801265,2575,689,2,0,45,0,57784.22,1,1,0,197804.0,1,0
2295,15589204,857,591,0,1,33,9,131765.72,1,1,0,118782.06,0,0
2296,15664543,2420,699,0,1,40,7,0.0,1,0,1,152876.13,1,0
2297,15582714,1895,749,1,1,47,9,110022.74,1,0,1,135655.29,1,0
2298,15797595,1058,709,0,0,40,9,131569.63,1,1,1,103970.58,0,0
2299,15614034,1689,607,1,1,61,2,164523.5,2,1,1,35786.76,0,0
2300,15763171,1237,650,1,0,25,2,114330.95,1,1,1,25325.07,0,0
2301,15647266,2864,651,2,0,45,10,135923.16,1,1,0,18732.84,0,1
2302,15757577,2006,676,0,0,61,8,0.0,2,1,1,118522.73,0,0
2303,15736656,1081,723,0,0,49,4,0.0,2,0,1,89972.25,0,0
2304,15635078,490,714,2,1,45,0,124693.48,1,0,1,187194.15,0,0
2305,15680141,2900,759,2,0,35,7,147936.42,1,1,1,106785.7,0,0
2306,15576945,567,582,0,1,29,0,0.0,1,1,0,142516.35,0,0
2307,15602034,1434,697,0,0,34,2,126558.92,1,1,0,73334.43,0,0
2308,15732020,2340,610,1,1,57,6,106938.11,2,0,1,186612.47,0,0
2309,15611029,1234,488,1,0,33,4,140002.35,1,1,0,123613.81,0,0
2310,15621210,89,599,1,1,46,9,123444.72,1,1,1,31368.08,1,0
2311,15569222,1785,781,0,1,32,6,147107.91,1,1,1,40066.95,0,0
2312,15664639,1746,645,0,1,19,9,128514.84,1,0,0,175969.19,0,0
2313,15724223,331,545,0,0,55,5,0.0,1,0,0,10034.77,1,0
2314,15644621,1817,597,1,0,40,9,106756.01,2,1,0,151167.94,0,0
2315,15756056,1460,561,2,0,28,3,0.0,2,1,0,191387.76,0,0
2316,15700353,833,662,0,0,37,6,0.0,2,1,0,51229.17,0,0
2317,15624388,1154,649,1,0,50,5,155393.32,1,1,1,87351.42,1,0
2318,15627212,2473,630,0,0,36,2,110414.48,1,1,1,48984.95,0,0
2319,15648005,2337,672,2,1,33,2,0.0,2,1,1,182738.0,0,0
2320,15681446,2549,636,1,0,37,9,157098.52,1,1,1,153535.27,0,0
2321,15775888,1736,593,1,0,38,5,85626.6,1,1,1,125079.65,0,0
2322,15749019,2845,545,1,1,45,6,93796.42,2,1,1,162321.26,0,0
